model_name,developer_company,release_year,model_version,model_description,primary_use_case,supports_multilingual,supports_code_generation,supports_reasoning,supports_chat,access_type,license_type,commercial_use_allowed,training_scale,estimated_parameters,compute_intensity,model_category
Nova-2,AI Labs,2018,v4.3,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,0,API,Research,0,Medium,164657906,Low,Enterprise
Cosmos-1,Mistral AI,2025,v2.6,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,1,0,API,Research,1,Large,179727621,High,Open-Source
Orion-7,DeepMind,2021,v1.9,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,0,Open,Commercial,1,Medium,22944242,Medium,Research
Atlas-9,Google AI,2021,v2.5,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,1,0,API,Research,1,Medium,144536652,High,Enterprise
Helios-5,OpenAI,2019,v3.5,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,1,API,Open,1,Medium,198646796,High,Open-Source
Neptune-4,Mistral AI,2019,v1.6,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,0,0,Open,Commercial,0,Large,80432222,Medium,Open-Source
Nova-9,OpenAI,2022,v4.8,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,1,1,Closed,Open,0,Medium,102501169,Low,Research
Nova-9,Baidu,2024,v5.5,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,1,1,Closed,Open,0,Medium,93200664,Medium,Research
Cosmos-6,DeepMind,2018,v2.5,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,0,0,API,Open,1,Small,95145331,High,Research
Atlas-3,Anthropic,2019,v1.5,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,1,1,Open,Research,0,Large,171157887,Medium,Open-Source
Zenith-8,AI Labs,2020,v5.4,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,1,1,Open,Commercial,1,Small,3305485,High,Research
Vertex-6,DeepMind,2025,v3.9,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,1,0,API,Commercial,0,Small,296794394,Low,Open-Source
Aurora-7,NeuralWorks,2021,v4.5,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,0,API,Open,0,Medium,106074055,Low,Enterprise
Vertex-8,Google AI,2024,v2.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,1,Open,Open,1,Medium,208292634,Medium,Research
Orion-6,Baidu,2022,v4.8,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,1,1,Closed,Commercial,0,Large,228543177,High,Research
Atlas-2,Meta AI,2021,v3.7,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,1,0,Open,Commercial,1,Medium,94894971,High,Enterprise
Nimbus-3,Anthropic,2020,v4.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,1,1,Closed,Open,1,Small,15409621,Low,Enterprise
Orion-5,Mistral AI,2019,v3.6,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,0,0,Open,Commercial,1,Small,195218158,High,Research
Nimbus-7,DeepMind,2025,v1.5,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,0,Open,Commercial,1,Large,73744608,Medium,Enterprise
Aurora-5,Baidu,2024,v3.0,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,0,0,API,Research,0,Large,90730412,High,Research
Zenith-5,DeepMind,2023,v1.8,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,0,API,Commercial,1,Medium,222187864,Medium,Enterprise
Neptune-4,Meta AI,2021,v2.8,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,1,0,Open,Research,0,Medium,187943773,Medium,Research
Zenith-3,Mistral AI,2023,v2.4,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,0,0,API,Research,0,Medium,68293645,Low,Open-Source
Neptune-7,Google AI,2019,v1.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,0,0,Open,Open,0,Medium,64845877,Medium,Research
Neptune-5,OpenAI,2019,v1.9,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,1,Open,Research,0,Large,149914922,High,Research
Zenith-3,AI Labs,2021,v5.9,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,0,API,Research,1,Small,289367590,Low,Enterprise
Neptune-4,AI Labs,2025,v3.9,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,0,0,Closed,Commercial,1,Small,277086404,Low,Open-Source
Neptune-6,Google AI,2025,v1.8,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,1,API,Open,0,Small,177155619,Medium,Enterprise
Helios-5,Mistral AI,2022,v4.3,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,1,0,Open,Commercial,1,Small,7864347,High,Research
Neptune-7,Mistral AI,2019,v1.2,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,0,0,Open,Commercial,0,Medium,108515645,High,Enterprise
Neptune-4,Cohere,2025,v3.9,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,1,1,API,Open,1,Medium,275563576,Medium,Enterprise
Cosmos-2,Google AI,2022,v4.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,0,API,Research,0,Medium,15360696,Low,Research
Nimbus-6,Meta AI,2022,v5.9,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,1,1,Open,Commercial,1,Medium,272009620,Medium,Enterprise
Zenith-9,AI Labs,2018,v1.6,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,1,1,Closed,Commercial,1,Small,18641471,Low,Open-Source
Orion-3,Mistral AI,2024,v2.4,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,1,API,Open,1,Medium,84918806,High,Open-Source
Helios-5,Mistral AI,2024,v5.5,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,0,0,API,Research,0,Medium,188301796,High,Research
Aurora-6,Cohere,2019,v4.5,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,1,0,API,Research,0,Small,168557159,High,Open-Source
Neptune-5,Google AI,2023,v2.0,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,1,API,Open,1,Medium,11953386,High,Research
Nimbus-1,Baidu,2024,v5.6,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,1,0,API,Open,0,Medium,267680636,High,Enterprise
Zenith-3,NeuralWorks,2022,v3.6,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,0,0,Closed,Commercial,0,Medium,216836790,Low,Open-Source
Neptune-2,NeuralWorks,2023,v3.1,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,1,Open,Open,1,Large,162012431,Medium,Open-Source
Vertex-6,Anthropic,2024,v4.4,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,0,0,API,Commercial,0,Large,251877263,Medium,Open-Source
Vertex-7,NeuralWorks,2018,v5.3,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,0,Open,Open,1,Medium,221256803,Medium,Open-Source
Nova-7,DeepMind,2022,v2.4,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,0,0,Open,Research,0,Small,167720199,Medium,Research
Vertex-7,Cohere,2018,v2.2,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,1,Closed,Open,0,Large,23673329,High,Enterprise
Aurora-1,Google AI,2023,v5.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,0,Closed,Open,0,Small,61093230,High,Enterprise
Vertex-2,AI Labs,2022,v4.1,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,1,1,API,Open,1,Large,127668290,Medium,Open-Source
Atlas-2,Meta AI,2021,v3.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,0,1,API,Commercial,0,Medium,293994632,Medium,Research
Nova-5,Meta AI,2023,v4.5,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,0,API,Open,0,Medium,297743534,Medium,Enterprise
Zenith-2,AI Labs,2021,v4.6,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,1,Open,Research,1,Small,87021338,Medium,Enterprise
Zenith-7,OpenAI,2022,v1.7,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,1,1,Open,Research,1,Large,36630636,Medium,Open-Source
Nimbus-9,Baidu,2025,v1.0,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,0,Closed,Research,1,Medium,45147997,Low,Enterprise
Nova-9,Meta AI,2024,v3.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,0,API,Open,1,Medium,107656773,Low,Research
Zenith-3,Cohere,2024,v5.3,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,0,Closed,Research,1,Large,91600166,Low,Enterprise
Nimbus-7,NeuralWorks,2022,v2.1,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,0,API,Open,1,Medium,266294240,Low,Enterprise
Nova-4,DeepMind,2022,v4.6,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,0,0,Closed,Open,0,Medium,97835338,Medium,Research
Aurora-5,DeepMind,2021,v5.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,1,0,Open,Commercial,0,Medium,214435561,High,Research
Helios-7,NeuralWorks,2022,v1.1,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,1,0,Closed,Commercial,0,Small,137181002,High,Research
Helios-5,Cohere,2023,v2.8,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,1,0,API,Commercial,1,Medium,71823761,Low,Open-Source
Vertex-7,Meta AI,2022,v1.5,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,1,1,API,Commercial,1,Medium,142313221,High,Enterprise
Vertex-6,Cohere,2020,v3.7,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,0,Open,Research,0,Small,20253398,Medium,Enterprise
Atlas-8,Cohere,2019,v4.0,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,1,1,Closed,Research,0,Small,188692382,Low,Enterprise
Orion-3,Meta AI,2022,v5.9,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,1,Open,Research,1,Large,51629730,Medium,Research
Orion-2,Cohere,2023,v5.1,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,0,0,Closed,Open,1,Medium,145589234,High,Research
Aurora-6,OpenAI,2025,v3.9,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,0,1,Closed,Research,0,Large,205757698,Low,Open-Source
Orion-3,Anthropic,2024,v1.0,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,1,1,Closed,Open,0,Small,161281019,Medium,Enterprise
Orion-3,Baidu,2019,v3.8,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,1,Closed,Commercial,1,Small,227847472,Medium,Enterprise
Atlas-7,Cohere,2019,v1.8,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,0,Closed,Open,0,Medium,252373253,Medium,Open-Source
Cosmos-5,Meta AI,2020,v3.3,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,0,0,Open,Open,0,Large,229123710,Medium,Research
Cosmos-5,Baidu,2022,v5.1,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,1,0,Open,Commercial,0,Small,224473354,High,Research
